index,plate,review_reason_code,customer_meaning,reviewer_comments,status,valid,meaning
15940,GOP PWR,2,GOP(GRAND OLD PARTY) POWER,GOP POWER=REPUBLICAN POWER? WHITE POWER?,N,1,GOP(GRAND OLD PARTY) POWER
5397,VIILION,2,NOT ON QUICK WEB YET,VILLAIN,Y,2,VILLAIN
8100,SNWBALL,7,SNOWBALL,SNOWBALLâ€¦. COCAINE,N,1,SNOWBALL
10254,Z3X,1,"Z3 IS THE FIRST TO LETTERS OF THE CAR MODEL(Z350), AND X IS JUST A RANDOM LETTER.",Z3X=SEX,N,2,Z3X=SEX
18729,MOB SQD,2,"FLOCK OF RAMS, LOS ANGELES RAMS",MOB SQUAD,N,2,MOB SQUAD
11874,GON2 HLL,2,NO MEANING ON REG 17,GOING(GONE) TO HELL,N,3,NO MEANING ON REG 17 GOING(GONE) TO HELL
2660,CHPNHAM,5,CHOPPING HAM,CHP? N HAM SLANG FOR PIG,N,1,CHOPPING HAM
18354,STKRKTY,1,STALKER KITTY,"STALKER KITTY, SEXUAL REFERENCE",N,1,STALKER KITTY
18121,PHUCIT1,,NAME OF OUR MOTORSPORT CLUB NAMED IN MEMORY OF OUR VIETNAMESE FRIEND,FUCK IT,N,2,FUCK IT
19191,BLEKCAT,1,I OWN A BLACK DODGE CHALLENGER HELLCAT,BLACK CAT,Y,2,BLACK CAT
2281,424 IZ,2,NO MICRO,CA AREA CODE,N,2,CA AREA CODE
10447,SPAZZY,2,SPAZZY(SPASTIC),"dictionary.com says spazz is offensive slang, shortened from spastic",N,1,SPAZZY(SPASTIC)
8247,LTL BAST,3,NO QUICKWEB,LITTLE BASTARD,N,2,LITTLE BASTARD
6553,SOUL RED,2,NEW2016 MAZDA MIATA LAUNCH EDITION WITH EXTERIOR SOUL RED COLOR,SOULD RED,Y,2,SOULD RED
3094,RC F YAH,3,MY NEW CAR IS A LEXUS RC F AND I AM SOOOO HAPPY!,[CAR NAME] FUCK YEA,N,2,[CAR NAME] FUCK YEA
4849,GUN FTR,2,NO MICRO,GUN FIGHTER,N,2,GUN FIGHTER
8423,NEGRA,2,my black truck,NEGRA=BLACK IN SPANISH,Y,2,NEGRA=BLACK IN SPANISH
18244,LMALOSO,2,THATS MY NICK NAME,MALOSO=SPANISH INSULT,N,2,MALOSO=SPANISH INSULT
16853,LYNPIPA,1,IM A PIPEFITTER IT STANDS FOR LAYING PIPE,LAYING PIPE=SEX,N,2,LAYING PIPE=SEX
18260,INFIDIL,7D,INFIDEL=RELIGIOUS NON-BELIEVER,BAD TASTE,N,1,INFIDEL=RELIGIOUS NON-BELIEVER
10996,CHMPR$B,3,MY TWO SON NAMES,CHOMPER b=bitch?,N,2,CHOMPER b=bitch?
1048,BNTOVER,1,CHIROPRACTOR,BENT OVER (SEXUAL?),N,2,BENT OVER (SEXUAL?)
20190,PIMP327,2,"POPS IMPALA 327, I WAS BORN IN 1962 WHEN CHEVROLET WAS INSTALLING 327 ENGINES IN THEIR VEHICLES.",PIMP,N,2,PIMP
8637,PHO KEW,3,THE NAME OF THE FAMILY OWNED RESTAURANT,FUCK YOU,N,2,FUCK YOU
8527,HIBDAZZ,3,HI BEDAZZLED,OR HI BAD ASS,N,3,HI BEDAZZLED OR HI BAD ASS
23413,HULNASP,3,HAULING SNAKES,HAULING ASS,N,2,HAULING ASS
13605,RDY2PLA,,READY TO PLAY,READY TO PLAY,Y,1,READY TO PLAY
10549,IEATASS,1,I EAT MEXICAN FOOD,I EAT ASS,N,2,I EAT ASS
19906,CAMLTQW,1,CAMEL TOW TOWING. WE ARE A PRIVATE TOWING COMPANY.,CAMEL TOE(SEXUAL),N,2,CAMEL TOE(SEXUAL)
20150,EASY,1,EASY,easy can have sexual connotations,Y,1,EASY
13616,WOODYLV,,THE LOVE OF MY HUSBAND,WOODY(SEXUAL) LOVE,N,2,WOODY(SEXUAL) LOVE
22064,EXTRMHT,2,EXTREME HOME THEATER,EXTREME HATE OR EXTERMINATE,N,2,EXTREME HATE OR EXTERMINATE
15932,H82BCGD,2,HATE TO BE CAGED,HATE,N,1,HATE TO BE CAGED
19395,TNT REX,2,TNT TREX,TNT = EXPLOSIVE,N,1,TNT TREX
4480,CHP NOO,5,NO CHIP(AS IN PAINT),CHP,N,1,NO CHIP(AS IN PAINT)
2262,SMK HERB,D,GRANDMOTHERS INITIALS AND GRANDFATHERS NICKNAME,SMOKE HERB=WEED,N,2,SMOKE HERB=WEED
15138,SXXYHOE,3,REFERRING TO MY 99 CHEVY TAHOE AND HOW  MUCH I LIKE IT,SEXY HOE,N,2,SEXY HOE
2390,OH FACK,3,CATCH PHRASE,OH FUCK,N,2,OH FUCK
18626,69LUV N,,LOVING MY 69 GMC,69 LOVIN,Y,2,69 LOVIN
6166,5 OH FOX,5,5.0 IS THE ENGINE SIZE. FOX IS THE CHASSIS NAME. 5.0 FOX.,5-OH POLICE FOX(NEWS?),Y,2,5-OH POLICE FOX(NEWS?)
19392,SXXTY 9,1,1969 CHEVROLET,69(SEXUAL),N,2,69(SEXUAL)
6523,G19M69C,7,1969 GMC(CAR),1969 GMC. NO 69 GMC ON RECORD,Y,1,1969 GMC(CAR)
7734,FWLKILN,7,I AM A POTTERY MAKER AND AFTER I FIRE MY POTTERY IN MY KILN THE KILN SMELLS VERY FOUL THEREFORE I CAME UP WITH FWLKILN,FOWL KILLIN,N,2,FOWL KILLIN
21094,RBSVAGE,2,RED BLACK SAVAGE,PULLED FOR SAVAGE,N,1,RED BLACK SAVAGE
693,OVTHUGS,2,ORANGEVALE THUGS,GANG,N,1,ORANGEVALE THUGS
11173,FN THING,,FAST VOLKSWAGEN THING TYPE 181,FUCKING THING,N,2,FUCKING THING
22479,TACO TK,1,TACO TRUCK,TACO,N,1,TACO TRUCK
12787,KAKEPOP,2,"WE HAVE A SMALL BUSINESS, CALLED DENSONIOS CAKE POPS. THIS WOULD GO ON OUR CURRENT CAR FOR THE BUSINESS.",CAKE POP,Y,2,CAKE POP
10530,N2DEEP,1,IN TOO DEEP,SEXUAL,N,1,IN TOO DEEP
9047,1BTCN VT,3,ONE CORVETTE AT THE BEACH,ONE BITCHIN CORVETTE,N,2,ONE BITCHIN CORVETTE
3797,BDKM VIB,3,BUD DONT KILL MY VIBE,BITCH DON’T KILL MY VIBE,N,2,BITCH DON’T KILL MY VIBE
5936,BLZN 51,7,BLAZING 1951(CAR YEAR),BLAZINâ€¦ NO CHEVY ON RECORD. HAS A 51 VEHICLE.,N,1,BLAZING 1951(CAR YEAR)
3061,DKS 68,1,DKS IS THE INITIALS FOR MY FAMILY MEMBER AND 68 IS THE YEAR OF,DICKS 68(REFERENCE TO 69?),N,2,DICKS 68(REFERENCE TO 69?)
15721,REDSO5,2,NICKNAME(RED) AND YEAR OF BIKE,RED. HE HAS A 2005 M/C,Y,1,NICKNAME(RED) AND YEAR OF BIKE
5786,BYRNER,2,NICKNAME,BURNER,N,2,BURNER
2160,FCK 3,,"THE INITIALS OF MY 3 SONS FROM OLDEST TO YOUNGEST FOSS,CECIL,&KELLY",FUCK,N,2,FUCK
11866,2 BLASÃ‰,7D,TOO BLASA,BLASÃ‰=BLAZE? DRUG REFERENCE,N,1,TOO BLASA
10135,GPOPS73,2,GRANDPAS 73(YEAR),LOOKS LIKE GRANDPOPS BUT G LOOKS LIKE GANGSTER,Y,1,GRANDPAS 73(YEAR)
20181,IEDS X5,2,NUMBER OF TIMES I WAS HIT WITH IEDS IN IRAQ,5 IEDS = IMPROVISED EXPLOSIVE DEVICE,N,2,5 IEDS = IMPROVISED EXPLOSIVE DEVICE
1312,LAGUNA C,2,LAGUNA CALIFORNIA,OR LAGUNA CRIP,Y,3,LAGUNA CALIFORNIA OR LAGUNA CRIP
9364,RAIDR13,7,RAIDER(SPORTS TEAM) 13,13-GANG NUMBER?,N,1,RAIDER(SPORTS TEAM) 13
12595,ABG 1V,2,NO MICRO,ABG MEANS AZNBBYGIRL OR ASIAN FEMALE GANGSTER,N,2,ABG MEANS AZNBBYGIRL OR ASIAN FEMALE GANGSTER
14004,BISH417,3,LAST NAME & LUCKY NUMBERS,"BISH COULD MEAN BITCH, CUSTOMER NAME IS BISHOP. 417 IS MISSOURI AREA CODE NOT CA",N,1,LAST NAME & LUCKY NUMBERS
501,42OEDDI,D,IF HAS NO MEANING I JUS WANT TO GET IT BECAUSE I LIKE IT THATS IT,420=DRUG REFERENCE EDDI,N,2,420=DRUG REFERENCE EDDI
6638,BLUNSTY,7,BLUE NASTY,BLUNTS-WEED,N,3,BLUE NASTY BLUNTS-WEED
15231,BCHCTY8,3,BEACH CITY 8,BITCH CITY?,N,3,BEACH CITY 8 BITCH CITY?
4931,ZROFXS,3,NO EFFECTS,NO FUCKS,N,2,NO FUCKS
9189,CARPETS,1,CARPETS,COULD SIMPLY MEAN CARPETS OR COULD MEAN VAGINA HAIR,Y,1,CARPETS
19132,4LY554G,,NAME REPLACED WITH NUMBERS,G AS IN GANGSTER,N,1,NAME REPLACED WITH NUMBERS
13573,ELITE 88,,TOP OF THE LINE AND YEAR OF BIRTH,88 HITLER REFERENCE,N,3,TOP OF THE LINE AND YEAR OF BIRTH 88 HITLER REFERENCE
6289,SKA69,1,NO MICRO,SKA=DRUGS 69(SEXUAL REFERENCE),N,2,SKA=DRUGS 69(SEXUAL REFERENCE)
1586,BOOTZ13,2,BOOTS(NICKNAME),13=GANG NUMBER BUT HE DOES OWN 2 2013 VEHICLES,Y,1,BOOTS(NICKNAME)
6300,KWEEN BE,3,QUEEN BEE,QUEEN B,N,1,QUEEN BEE
9460,SIEGEUP,2,SIEGE UP(QUOTE),TO ATTACK,N,1,SIEGE UP(QUOTE)
3193,69 ARMY,1,I WAS DRAFTED IN THE US ARMY IN 1969,69 ARMY,N,2,69 ARMY
20493,I$NIPPY,1,I LOVE NIPPY,"NIPPY COULD STAND FOR NIPPLE, SEXUAL REFERENCE",N,1,I LOVE NIPPY
17590,SIKSCAT,3,SICK SCATPACK(CAR),"SCAT IS ANOTHER WORD FOR POOP, OBSCENE",N,1,SICK SCATPACK(CAR)
16823,BDAFMZ3,3,BE DRIVEN AFTER FAILURE MAZDA 3,BAD AS FUCK MAZDA,N,2,BAD AS FUCK MAZDA
5186,EFFFIT,3,F FIT. SHORT FOR FUTURE FITNESS. A PERSONAL TRAINING BUSINESS WE ARE STARTING,FUCK IT,N,2,FUCK IT
20747,ILWU42O,D7,WORK NUMBER,I LOVE WHEN YOURE 420=HIGH,N,2,I LOVE WHEN YOURE 420=HIGH
9822,BNDYBLZ,1,BUNDY BLAZE. NICKNAME,BUNDY BALLS,N,2,BUNDY BALLS
8791,4 WHOOPI,1,HAPPY YELL,FOR WHOOPI=SEX,N,2,FOR WHOOPI=SEX
19826,CDAWG 12,2,CDAWG=NICKNAME,CDAWG = CRIP AFFILIATION,N,3,CDAWG=NICKNAME CDAWG = CRIP AFFILIATION
21893,RAMM N U,1,IT IS A SAYING THAT HERE COMES THE RAMM TRUCK,RAMING YOU(SEXUAL?),N,2,RAMING YOU(SEXUAL?)
2744,BRN2BSS,3,BORN TO BOSS,OR BORN TO BULLSHIT,Y,3,BORN TO BOSS OR BORN TO BULLSHIT
11629,SKNDLUS,1,MY NEW CAR IS BLACK AND A CONVERTABLE AND IS SCANDULUS!!!,SCANDALOUS,Y,2,SCANDALOUS
3959,FDALLAS,3,DEAD UNCLE WHO WAS MENTO,FUCK DALLAS,N,2,FUCK DALLAS
5809,HTSHTZ1,3,HOTSHOTZ COURIER SERVICE,HOT SHOTS OR HOT SHIT,N,2,HOT SHOTS OR HOT SHIT
2539,GANJ GUY,D,DIESNTZ,GANJA=WEED GUY,N,2,GANJA=WEED GUY
4285,PJSTACO,1,IN MEMORY OF PASTOR JUAN JUAREZ,PJ'S TACO,N,2,PJ'S TACO
9676,4 PLAAY,1,I HAVE A NEW 2015 TOYOTA 4RUNNER THAT I LIKE TO TAKE AND PLAY IN THE DIRT IT IS MY OFF ROAD VEHICLE THAT I LIKE TO GO AND PLAY IN,FOREPLAY,N,2,FOREPLAY
23258,HUNTM DN,2,LAST NAME AND KIDS INITIALS,HUNTNING THEM DOWN,N,2,HUNTNING THEM DOWN
7175,WEST AF,3,WEST IS MY NICKNAME IN MY TRUCK CLUB. AF IS THE INTIALS OF THE CLUB,WEST AS FUCK,N,2,WEST AS FUCK
19556,UR SALTY,2,THE OPPOSITE OF YOUR SWEET,YOU ARE SALTY,N,2,YOU ARE SALTY
23009,BLCKOWT,7D,BLACK OUT,BLACK OUT,Y,1,BLACK OUT
9190,C HUSSLE,2,CHARLIE HUSTLE(ATHLETE),HUSTLE COULD MEAN A HARD WORKER OR COULD MEAN ATHLETIC DRIVE OR COULD MEAN SELLING DRUGS,N,1,CHARLIE HUSTLE(ATHLETE)
15672,AKLUV,2,I LOVE ALASKA!,AK=GUN OR AK=ALASKA LOVE,N,2,AK=GUN OR AK=ALASKA LOVE
22524,IDGF IGA,3,I DONT GO FAST I GO ANYWHERE,I DON’T GIVE A FUCK I GO ANYWHERE,N,2,I DON’T GIVE A FUCK I GO ANYWHERE
11171,DUNG HO,,ORGANIC FERTILIZER PROPONENT,DUNG HOE,N,2,DUNG HOE
8682,GR8X4US,2,GREAT TIMES FOR US,GREAT X=TIMES/SEX/EXTASY FOR US,N,2,GREAT X=TIMES/SEX/EXTASY FOR US
17896,SMLYTT,1,SMILEY TIANTIAN(NAME),SMELLY TTâ€¦ TT=PENIS IN TAGALOG. CUSTOMER FIRST NAME IS TIANTIAN,N,1,SMILEY TIANTIAN(NAME)
18072,RNMF2,3,RAY NEFF METAL FAB 2,RUN MOTHERFUCKER,N,2,RUN MOTHERFUCKER
4025,ASMAN1,1,ALL SEASONS MAN ONE,LOOKS LIKE ASS MAN 1,N,2,LOOKS LIKE ASS MAN 1
15103,MFU,3,MOTORCYCLES FOR UNITY,OR MAD FUCKED UP OR MIDDLE FINGER UP,N,3,MOTORCYCLES FOR UNITY OR MAD FUCKED UP OR MIDDLE FINGER UP
6816,SHZNATS,2,OUT OF THIS WORLD,SHIZNITS(PHRASE),N,2,SHIZNITS(PHRASE)
2359,1ULV2H8,2,ONE YOU LOVE TO HATE,ONE YOU LOVE TO HATE,N,1,ONE YOU LOVE TO HATE
3883,SF SNIPR,2,SPECIAL FORCES SNIPER,OR SAN FRANCISCO SNIPER,N,3,SPECIAL FORCES SNIPER OR SAN FRANCISCO SNIPER
19304,NUKEZ,2,MUSICIAN NAME,NUKES=WEAPON,N,2,NUKES=WEAPON
9613,BITSHYD,3,BITS PILANK HYDERABAD CAMPUS ALUMNI,BITCH SHIT,N,2,BITCH SHIT
7752,WTF RHD,3,CAR IS CONVERT TO RIGHT HAND DRIVE,WHAT THE FUCK RHD(RIGHT HAND DRIVE?),N,2,WHAT THE FUCK RHD(RIGHT HAND DRIVE?)
13531,415CITY,2,[AREA CODE]  CITY,415 = AREA CODE,N,1,[AREA CODE]  CITY
21832,MZENBLU,2,MAIZE AND BLUE,BLUE,Y,1,MAIZE AND BLUE
20685,LNCHBX1,1,LUNCH BOX,LUNCH BOX,Y,1,LUNCH BOX
21713,RED GUTS,2,RED GUTS(INTERIOR),OFFENSIVE?,N,1,RED GUTS(INTERIOR)
16522,MRQ9999,6,MR QUOC 9999,CONFIGURATION,Y,1,MR QUOC 9999
15802,ASS HOL,3,"IM KNOWN AS AN ASSHOLE TO MOST FRIENDS & FAMILY, SO WHY NOT OWN IT.",ASSHOLE,N,2,ASSHOLE
20117,LOWSTDS,2,LOW STANDARDS,STD=SEXUALLY TRANSMITTED DISEASE,N,1,LOW STANDARDS
14876,CEIDYAF,3,FIRST NAME OF OWNER AND INITALS OF PAST FMAILY MEMBER,CEIDY=SEEDY AF = AS FUCK,N,2,CEIDY=SEEDY AF = AS FUCK
15643,7TFREAK,2,1970(CAR YEAR) THE FREAK,"FREAK, SOME MAY FIND OFFENSIVE",N,1,1970(CAR YEAR) THE FREAK
15637,5OTOSLW,5,MY MUSTANG HAS A 5.0 LITER ENGINE AND IM MAKING FUN OF IT SAYING ITS TOO SLOW. ITS A  THING THAT CHEVY CAMARO GUYS SAY TO  MUSTANG DRIVERS.,FIVE-OH=POLICE TOO SLOW,N,2,FIVE-OH=POLICE TOO SLOW
11124,LA NEGRI,2,NERGRI=BLACK PLURAL IN SPANISH,NEGRI CAN MEAN FEMALE VERSION OF NIGGER OR BABY NIGGER,N,1,NERGRI=BLACK PLURAL IN SPANISH
695,XID MARY,2,MY CAT IS CROSS EYED MARY,CROSS EYED MARY,N,2,CROSS EYED MARY
9959,FTZYMBZ,1,FUTZY MERCES BENZ,"FUTZ=CUNT OR FART, ENGLISH (FROM YIDDISH) WIKTIONARY",Y,1,FUTZY MERCES BENZ
5660,F ONE,3,FORMULA ONE RACING,OR FUCK ONE,N,3,FORMULA ONE RACING OR FUCK ONE
18116,NUKEMOM,,NUCLEAR ENGINEERING MOM MY SON IS A NUCLEAR ENGINEER FOR OUR UNITED STATES NAVY,NUCLEAR MOM,N,2,NUCLEAR MOM
2491,CLAUDKL,2,GAMING NAME,CLAUD KILL,N,1,GAMING NAME
6018,RZR BOXX,1,RAZOR BOX,BOX-SLANG FOR VAGINA,N,1,RAZOR BOX
1788,2DOMNAT,,2 KIDS NAMED DOMINIC AND NATHAN,TO DOMINATE,N,2,TO DOMINATE
8447,FUYOU,3,my name,"FUCK YOU, customer name is Fuyou Gu",N,2,"FUCK YOU, customer name is Fuyou Gu"
9775,FUCHI 3,7,GUMMY OR STICK. THIS IS MY THRID CAR,FUCHI=BAD SMELLING,N,2,FUCHI=BAD SMELLING
3003,LILDICK,3,MY NICKNAME,LITTLE DICK,N,2,LITTLE DICK
21342,HELLTRN,3,HELL TRAIN,"HELL, PROFANITY",Y,1,HELL TRAIN
15560,PORMEXN,2,MOMS BIRTHPLACE,POOR MEXICAN\,N,2,POOR MEXICAN\
20593,HILLTTR,2,HILL(NAME) TRUCK AND TRAILER,LOOKS SIMILAR TO HITLER (CUSTOMERS NAME IS HILL),Y,1,HILL(NAME) TRUCK AND TRAILER
19841,HELION 1,2,WHAT I WAS GROWING UP,HELION=FROM HELL,Y,2,HELION=FROM HELL
18597,PURE LVN,,PURE LIVING,OR PURE LOVIN,Y,3,PURE LIVING OR PURE LOVIN
4136,OH MY 69,1,OH MY 1969 DATSUN,OH MY 69(SEXUAL),N,2,OH MY 69(SEXUAL)
4248,XOXXXOX,,HUG AND KISSES SYMBOLS,XXX SEXUAL REFERENCE,N,3,HUG AND KISSES SYMBOLS XXX SEXUAL REFERENCE
3578,88HHH88,2,CHINESE LUCKY NUMBER 8 WITH MY LAST NAME INITIAL,88-HITLER,N,2,88-HITLER
2382,CUH82BU,2,SEE YOU HATE TO BE YOU,HATE,N,1,SEE YOU HATE TO BE YOU
4557,ITS MY G,2,IT IS MY G(CAR MODEL),"g=gangster, HAS A TOYOTA AND INFINITI. COULD BE THE MODEL FOR INFINITI",Y,1,IT IS MY G(CAR MODEL)
9285,MRBGSTF,1,IM A COOL GUY THATS BIG.,MR BIG STUFF(SONG OR SEXUAL REFERENCE),N,2,MR BIG STUFF(SONG OR SEXUAL REFERENCE)
7040,619,2,WEDDING ANNIVERSARY. JUNE 19TH,AREA CODE,N,1,WEDDING ANNIVERSARY. JUNE 19TH
3545,DROPN U,2,DROPPING YOU=LEAVING YOU BEHIND,OR KNOCK SOMEONE OUT.,N,3,DROPPING YOU=LEAVING YOU BEHIND OR KNOCK SOMEONE OUT.
22947,HOTTBCH,3,HOT BEACH,HOT BITCH,N,2,HOT BITCH
18754,PAZZO 13,2,ITALIAN FOR DERANGED/CRAZY,13 = GANG NUMBER?,N,3,ITALIAN FOR DERANGED/CRAZY 13 = GANG NUMBER?
1307,HYRDKLR,2,HIRED KILLER FOR TERMITE BUSINESS.,HIRED KILLER,N,2,HIRED KILLER
15875,1SIKFKR,3,ONE SICK FUN KOOL RIDE,ONE SICK FUCKER,N,2,ONE SICK FUCKER
1598,FOGYOU,3,WE LOVE THE FOG IN SAN FRANCISCO GROWING UP IN SEATTLE MY PAERNTS PLATES ARE RAINY 1 AND RAINY 2 WOULD LIKE TO CONTINUE THE TRADITION HERE IN SAN FRANCISCO.,fuck you,N,2,fuck you
4428,STFUPLZ,2,SPEE THE FREEWAY UP PLEASE,SHUT THE FUCK UP PLEASE,N,2,SHUT THE FUCK UP PLEASE
19766,BULYPWS,2,I HAVE BULLDOGS. IT MEANS BULLDOG PAWS,BULLY,Y,1,I HAVE BULLDOGS. IT MEANS BULLDOG PAWS
22128,RX PHO,7D,RX=MEDICINE PHO=SOUP,"RX IS THE SYMBOL FOR PRESCRIPTION DRUGS, DRUG REFERENCE",Y,1,RX=MEDICINE PHO=SOUP
11631,THEBUNZ,1,NICKNAME,THE BUNS=BUTT,N,2,THE BUNS=BUTT
15744,DRAG CAT,2,DRAG(AS IN DRIFT) HELLCAT(CAR),DOES HAVE A 2016 DODGE. NOT SURE ABOUT DRAG?,Y,1,DRAG(AS IN DRIFT) HELLCAT(CAR)
13364,MADMAC,3,MAD MAC(MOVIE),MAC IS ANOTHER WORD FOR PIMP,Y,1,MAD MAC(MOVIE)
4559,KYLERHO,1,NAME AND LAST NAME,pulled for ho but it is customers last name,N,1,NAME AND LAST NAME
4533,69MOBBN,1,THE 69 STANDS FOR THE YEAR OF THE CAR. WHICH IS A 1969 CAMARO. MOBBIN IS A SLANG TERM FOR HANGING OUT AND DRIVING AROUND TOWN WITH OTHER CLASSIC CARS,69 MOBBING,N,2,69 MOBBING
4053,8ZERO5,2,AREA CODE,805 AREA CODE,N,1,AREA CODE
10622,TURBO HO,1,2000 CHEVY TAHOE WITH A TURBO CHARGER,TURBO HOE,N,2,TURBO HOE
9712,MOB LYFE,2,JUST A CAR CLUB...I HAVE A BLACK CHRYSLER 300 SHOW CAR AND THAT SEEMED LIKE A FUN PLATE TO HAVE,MOB LIFE,N,2,MOB LIFE
17071,WIKDCAT,2,WICKED CAT. THE CAR IS A DODGE CHALLENGER HELLCAT. THANKS,WICKED CAT,Y,2,WICKED CAT
22884,1SLKHOE,2,CLUB,ONE SLICK(?) HOE,N,2,ONE SLICK(?) HOE
11951,ALLEKT,1,ALLEY CAT(NICKNAME),"KT=CAT, SEXUAL",Y,1,ALLEY CAT(NICKNAME)
19989,SUPFCKR,3,WHATS UP FIRE CRACKER,WHATS UP FUCKER,N,2,WHATS UP FUCKER
13102,MVEVRNP,2,WIVES NICKNAME,MOVE OVER AND PEE,N,2,MOVE OVER AND PEE
21591,SCPO,5,SENIOR CHIEF PETTY OFFICER,PULLED FOR OFFICER,Y,1,SENIOR CHIEF PETTY OFFICER
21734,HOG BOSS,2,HOG=MOTORCYCLE BOSS,PULLED FOR BOSS No Harley on ANI,Y,1,HOG=MOTORCYCLE BOSS
1618,LO NUTS,1,LIVE OAKE NUTS(MASCOT),"balls.. GOOGLED Live Oaks High School in Morgan Hill, it says home of the Acorns",N,1,LIVE OAKE NUTS(MASCOT)
20250,GO UGLY,2,GO UGLY(PHRASE),CALLING SOMEONE UGLY,N,1,GO UGLY(PHRASE)
21884,OGSURFR,2,OLD GUY SURFER,OR ORIGINAL GANGSTER SURFER,N,3,OLD GUY SURFER OR ORIGINAL GANGSTER SURFER
4030,FJ55 PIG,5,FJ55=CAR MODEL. NICKNAMED THE IRON PIG.,PIG,N,1,FJ55=CAR MODEL. NICKNAMED THE IRON PIG.
15565,RANDG,2,ROBERT AND GRISELDA,"G, GANG REFERENCE",N,1,ROBERT AND GRISELDA
9050,AMPD BLU,7,AMPED BLUE (CAR COLOR),BLUE-GANG,N,1,AMPED BLUE (CAR COLOR)
23205,9EFSGVN,3,MY CAR IS A 1990 HONDA CIVIC CHASSIS (EF9),NO(NEIEN) FUCKS GIVEN,N,2,NO(NEIEN) FUCKS GIVEN
22207,BDCMJB,1,MY INITIALS,BAD CUM JOB,N,2,BAD CUM JOB
1554,CREDO13,2,LATIN FOR I BELIEVE,13-GANG?,N,3,LATIN FOR I BELIEVE 13-GANG?
9838,BLACKD2,,BLACK D2(CAR MODEL),OR BLACK D AS IN DICK TOO,N,3,BLACK D2(CAR MODEL) OR BLACK D AS IN DICK TOO
16534,PAPO2O9,2,PAPA [AREA CODE],209 = AREA CODE,N,1,PAPA [AREA CODE]
15403,SXE CBRA,1,SEXY COBRA,COULD HAVE SEXUAL CONNOTATION,Y,1,SEXY COBRA
3966,BADASRV,3,NO MICRO,BAD ASS RV,N,2,BAD ASS RV
10744,GOCMNDO,1,THIS IS FOR A JEEP WHICH WAS ORIGINALLY A MILITARY VEHICLE. A COMMANDO WAS ORIGINALLY A TYPE OF COMBAT UNIT,GO COMANDO=UNDERWEAR LESS,N,2,GO COMANDO=UNDERWEAR LESS
22083,BIMBOS2,2,CAR CLUB,BIMBO,N,2,BIMBO
8012,4LILBLU,7,FOR LITTLE BLUE,BLUE-GANG,Y,1,FOR LITTLE BLUE
20837,KO 42O,d7,NICKNAME AND ANNIVERSARY,KNOCK OUT 420=MARIJUANA,N,2,KNOCK OUT 420=MARIJUANA
208,GTSGTFO,3,GLOBAL TECHNOLOGY SOLUTIONS GROUP FINANCE OFFICER,GTS=GO TO SLEEP(?) GTFO=GET THE FUCK  OUT,N,2,GTS=GO TO SLEEP(?) GTFO=GET THE FUCK  OUT
18016,NVTANK,7D,NISSAN NV 3500 VAN AKA THE TANK,NV(CAR MODEL) TANK(NICKNAME),N,2,NV(CAR MODEL) TANK(NICKNAME)
12483,IHORSI,,HORSIES(AFFECTIONATE PLURAL OF HORSES),SIMILAR TO I LOVE WHORES,Y,1,HORSIES(AFFECTIONATE PLURAL OF HORSES)
19144,LVE TOY,,A LOVIE TOYOTA,LOVE TOY,N,3,A LOVIE TOYOTA LOVE TOY
13402,ULOVGAS,2,YOU LOVE GAS,"U CALLING SOMEONE OUT IN A WAY, COULD BE OFFENSIVE",N,1,YOU LOVE GAS
19297,HPARMRY,2,HIS PLACE ARMORY,"ARMORY, WEAPON REFERENCE",N,1,HIS PLACE ARMORY
5070,SPARK ME,D,SPARK ME,SPARK=DRUGS?,N,3,SPARK ME SPARK=DRUGS?
2752,FVCKYOV,3,MY GRANDMOTHERS INTIALS,FUCK YOU,N,2,FUCK YOU
203,AHHBLUE,4,AHH BLUE(NICKNAME),BLUE,Y,1,AHH BLUE(NICKNAME)
3391,MCHE BMB,2,MICHELLE IS THE BOMB,BOMB,N,1,MICHELLE IS THE BOMB
21173,7HORCRX,,7 HORCRUX(MOVIE REFERENCE),A magical object containing part of a wizards soul in the Harry Potter world.,N,1,7 HORCRUX(MOVIE REFERENCE)
13976,DONG ANH,,MY NAME,DONG=PENIS ANH(?),N,2,DONG=PENIS ANH(?)
4448,STYMOBN,2,STAY RIDDING,MOBBIN,N,3,STAY RIDDING MOBBIN
11671,REDRRMM,2,RED RUM DRINK (WILL BE THE NEW COLOR OF MY TRUCK),RED RUM=MURDER,N,2,RED RUM=MURDER
13389,SIGG9MM,2,THE NAME OF MY TOY,SIGG=SICK(?) 9MM=GUN,N,2,SIGG=SICK(?) 9MM=GUN
17489,BBADASP,3,"BAD SNAKE, ASP IS ONE OF THE MOST COMMON OF VIPERS.",BAD ASS,N,2,BAD ASS
9759,2MUCHFN,3,TOO MUCH FUN,OR FUCKING,N,3,TOO MUCH FUN OR FUCKING
11872,SPARK 24,7D,NO MEANING ON REG 17,SPARK=SMOKE(MARIJUANA) 24(HOURS)=ALL DAY,N,2,SPARK=SMOKE(MARIJUANA) 24(HOURS)=ALL DAY
21411,UNION OG,2,I WORK AS A LABOR UNION ORGANIZER.,UNION ORIGINAL GANGSTER,N,2,UNION ORIGINAL GANGSTER
608,S A Z Z,1,NO MEANING,SASS OR ASS,N,2,SASS OR ASS
